Frequency,Amplitude,Crosstalk,2nd Harmonic,3rd Harmonic
15800,-1.49,-23.71,-36.15,
15900,-1.57,-23.88,-37.13,
16000,-1.67,-24.02,-38.77,
16100,-1.72,-23.98,-39.54,
16200,-1.73,-23.61,-38.51,
16300,-1.75,-23.23,-36.85,
16400,-1.82,-23.46,-36.27,
16500,-1.86,-24.38,-36.40,
16600,-1.85,-25.21,-35.88,
16700,-1.84,-25.32,-34.78,
16800,-1.88,-25.07,-34.26,
16900,-2.00,-25.10,-35.01,
17000,-2.18,-25.46,-36.68,
17100,-2.33,-25.77,-38.25,
17200,-2.36,-25.63,-38.93,
17300,-2.26,-24.98,-39.12,
17400,-2.20,-24.45,-39.84,
17500,-2.39,-24.66,-40.86,
17600,-2.75,-25.23,-40.64,
17700,-2.95,-25.31,-38.91,
17800,-2.97,-24.93,-37.72,
17900,-2.99,-24.70,-38.35,
18000,-3.05,-24.95,-39.32,
18100,-3.10,-25.83,-39.11,
18200,-3.18,-27.16,-38.65,
18300,-3.35,-28.11,-38.74,
18400,-3.52,-28.10,-38.25,
18500,-3.58,-27.95,-36.68,
18600,-3.64,-28.93,-35.12,
18700,-3.76,-31.26,-34.39,
18800,-3.89,-34.25,-34.69,
18900,-3.87,-36.11,-35.78,
19000,-3.72,-35.00,-36.27,
19100,-3.57,-31.94,-34.64,
19200,-3.51,-30.02,-31.75,
19300,-3.56,-29.97,-29.92,
19400,-3.65,-30.18,-29.80,
19500,-3.76,-30.36,,
19600,-3.87,-31.52,,
19700,-3.91,-33.38,,
19800,-3.85,-34.68,,
19900,-3.75,-35.32,,
20000,-3.71,-36.26,,
