Frequency,Amplitude,Crosstalk,2nd Harmonic,3rd Harmonic
16600,-3.32,-24.04,-42.25,
16700,-3.33,-24.29,-40.05,
16800,-3.40,-24.44,-35.72,
16900,-3.52,-24.80,-33.44,
17000,-3.64,-25.44,-35.02,
17100,-3.74,-26.19,-37.12,
17200,-3.80,-26.80,-36.26,
17300,-3.75,-26.89,-33.65,
17400,-3.68,-26.44,-32.21,
17500,-3.77,-26.05,-32.38,
17600,-4.10,-25.95,-32.76,
17700,-4.44,-25.65,-32.64,
17800,-4.60,-25.06,-32.43,
17900,-4.64,-24.71,-32.50,
18000,-4.66,-24.78,-32.60,
18100,-4.69,-25.08,-32.36,
18200,-4.80,-25.67,-31.98,
18300,-5.04,-26.44,-32.13,
18400,-5.30,-26.92,-32.99,
18500,-5.43,-27.27,-33.90,
18600,-5.53,-28.66,-34.20,
18700,-5.74,-32.00,-33.77,
18800,-5.97,-36.06,-32.98,
18900,-6.04,-37.58,-32.62,
19000,-5.94,-34.93,-32.96,
19100,-5.79,-30.64,-33.14,
19200,-5.72,-28.26,-32.62,
19300,-5.72,-28.20,-31.98,
19400,-5.77,-28.80,-31.57,
19500,-5.85,-29.25,,
19600,-5.91,-29.74,,
19700,-5.91,-30.44,,
19800,-5.87,-31.75,,
19900,-5.83,-34.45,,
20000,-5.84,-37.90,,
