Frequency,Amplitude,Crosstalk,2nd Harmonic,3rd Harmonic
11300,1.37,-19.42,-45.11,-43.05
11400,1.41,-19.30,-40.95,-42.65
11500,1.43,-19.44,-39.63,-42.64
11600,1.40,-19.92,-39.80,-43.21
11700,1.32,-20.78,-38.81,-44.34
11800,1.19,-21.93,-36.66,-44.94
11900,1.06,-23.17,-36.03,-44.33
12000,0.95,-24.57,-38.13,-43.91
12100,0.86,-26.28,-40.66,-45.24
12200,0.76,-27.57,-41.45,-47.21
12300,0.68,-27.58,-41.71,-47.82
12400,0.63,-26.99,-43.06,-47.10
12500,0.62,-27.05,-44.24,-46.00
12600,0.57,-27.59,-44.01,-44.45
12700,0.48,-28.19,-43.90,-42.67
12800,0.37,-29.17,-44.77,-42.10
12900,0.29,-29.92,-44.42,-43.76
13000,0.24,-29.15,-42.67,-46.45
13100,0.20,-27.34,-43.79,-47.45
13200,0.16,-26.23,-48.79,-45.83
13300,0.10,-26.79,-50.97,-44.26
13400,0.08,-29.08,-46.25,-45.49
13500,0.14,-32.14,-40.80,-48.05
13600,0.25,-33.92,-40.03,-48.16
13700,0.33,-33.36,-40.19,-45.30
13800,0.34,-32.29,-38.05,-42.44
13900,0.26,-34.09,-37.43,-41.19
14000,0.11,-39.41,-41.00,-40.62
14100,-0.02,-43.90,-45.15,-40.15
14200,-0.07,-42.97,-46.75,-40.19
14300,-0.07,-37.95,-47.70,-40.48
14400,-0.10,-33.67,-49.15,-40.52
14500,-0.17,-32.07,-48.72,-40.60
14600,-0.26,-31.78,-46.27,-41.16
14700,-0.33,-31.98,-45.07,-42.16
14800,-0.34,-33.14,-45.94,-43.50
14900,-0.30,-34.45,-46.27,-45.09
15000,-0.28,-34.04,-44.66,-46.58
15100,-0.32,-32.84,-43.12,-47.77
15200,-0.43,-33.84,-44.41,-48.70
15300,-0.61,-36.43,-47.65,-49.45
15400,-0.87,-36.95,-48.76,
15500,-1.19,-35.06,-46.38,
15600,-1.46,-34.08,-43.72,
15700,-1.61,-35.74,-43.53,
15800,-1.65,-38.66,-44.62,
15900,-1.69,-40.60,-44.12,
16000,-1.72,-40.48,-41.62,
16100,-1.73,-39.04,-39.98,
16200,-1.69,-37.57,-40.88,
16300,-1.67,-35.62,-41.75,
16400,-1.72,-32.05,-40.44,
16500,-1.79,-28.03,-39.37,
16600,-1.83,-25.89,-40.66,
16700,-1.85,-25.65,-42.52,
16800,-1.91,-25.70,-43.58,
16900,-1.96,-25.57,-45.02,
17000,-1.99,-25.94,-46.90,
17100,-2.02,-26.73,-48.24,
17200,-2.09,-26.91,-49.27,
17300,-2.17,-26.01,-49.39,
17400,-2.28,-24.88,-46.87,
17500,-2.40,-24.32,-42.68,
17600,-2.48,-24.18,-40.00,
17700,-2.53,-24.00,-39.81,
17800,-2.60,-23.66,-40.27,
17900,-2.78,-23.18,-39.99,
18000,-3.06,-22.63,-39.38,
18100,-3.26,-22.15,-39.11,
18200,-3.30,-21.74,-39.05,
18300,-3.31,-21.25,-38.62,
18400,-3.44,-20.74,-37.69,
18500,-3.64,-20.49,-36.96,
18600,-3.79,-20.71,-36.93,
18700,-3.81,-21.35,-36.77,
18800,-3.69,-21.98,-35.25,
18900,-3.55,-22.16,-32.89,
19000,-3.44,-22.04,-31.66,
19100,-3.37,-22.02,-32.15,
19200,-3.27,-22.03,-32.84,
19300,-3.16,-21.97,-32.62,
19400,-3.10,-21.88,-31.97,
19500,-3.14,-21.39,,
19600,-3.30,-20.18,,
19700,-3.49,-19.05,,
19800,-3.64,-19.02,,
19900,-3.76,-18.72,,
20000,-3.89,,,
