Frequency,Amplitude,Crosstalk,2nd Harmonic,3rd Harmonic
920,0.06,-21.77,-41.76,-54.26
940,0.02,-22.02,-41.07,-52.97
960,0.00,-21.97,-40.11,-51.87
980,-0.00,-21.52,-38.88,-50.90
1000,0.00,-20.79,-37.90,-49.51
1100,-0.01,-20.19,-37.28,-47.74
1200,-0.03,-19.93,-36.85,-47.17
1300,-0.07,-19.87,-36.50,-48.16
1400,-0.11,-19.85,-35.97,-48.54
1500,-0.15,-19.80,-35.38,-47.32
1600,-0.19,-19.68,-35.67,-46.35
1700,-0.21,-19.62,-36.93,-46.74
1800,-0.23,-19.73,-37.38,-47.28
1900,-0.25,-19.72,-35.62,-47.27
2000,-0.28,-19.54,-33.11,-47.04
2100,-0.33,-19.69,-32.55,-45.73
2200,-0.40,-20.19,-34.07,-42.58
2300,-0.43,-20.28,-35.02,-39.77
2400,-0.42,-19.88,-34.17,-40.53
2500,-0.46,-19.91,-33.31,-44.66
2600,-0.54,-20.62,-33.67,-48.16
2700,-0.59,-21.06,-33.91,-47.65
2800,-0.57,-20.71,-32.93,-44.16
2900,-0.56,-20.28,-31.76,-41.76
3000,-0.62,-20.67,-31.59,-42.77
3100,-0.72,-21.70,-31.95,-46.03
3200,-0.77,-22.38,-31.68,-49.07
3300,-0.74,-22.15,-30.80,-50.42
3400,-0.68,-21.47,-30.30,-50.31
3500,-0.67,-21.21,-30.60,-49.28
3600,-0.74,-21.70,-30.97,-47.10
3700,-0.81,-22.60,-30.62,-44.17
3800,-0.82,-23.32,-29.84,-42.38
3900,-0.79,-23.38,-29.56,-42.85
4000,-0.77,-22.73,-30.13,-45.02
4100,-0.76,-22.05,-30.80,-47.37
4200,-0.78,-22.06,-30.59,-48.03
4300,-0.83,-22.63,-29.57,-46.78
4400,-0.88,-23.17,-28.92,-45.80
4500,-0.89,-23.44,-29.05,-46.28
4600,-0.86,-23.48,-29.17,-47.06
4700,-0.76,-23.05,-28.89,-47.76
4800,-0.61,-22.04,-28.66,-49.34
4900,-0.63,-21.15,-28.64,-51.48
5000,-0.95,-21.30,-28.69,-52.42
5100,-1.26,-22.43,-28.77,-51.50
5200,-1.25,-23.57,-28.75,-50.02
5300,-1.04,-24.17,-28.48,-49.18
5400,-0.88,-24.21,-28.09,-48.43
5500,-0.83,-23.63,-27.76,-47.40
5600,-0.77,-22.59,-27.39,-47.41
5700,-0.67,-21.71,-27.02,-47.56
5800,-0.60,-21.44,-27.25,-44.20
5900,-0.62,-21.70,-28.51,-37.99
6000,-0.66,-22.09,-29.92,-34.61
6100,-0.64,-22.21,-29.95,-36.34
6200,-0.56,-22.07,-28.32,-39.86
6300,-0.50,-22.10,-26.26,-42.07
6400,-0.49,-22.56,-24.91,-42.59
6500,-0.48,-22.94,-24.59,-42.14
6600,-0.42,-22.58,-25.10,-41.76
6700,-0.31,-21.54,-25.91,-42.34
6800,-0.20,-20.59,-26.36,-43.93
6900,-0.15,-20.22,-26.27,-46.01
7000,-0.16,-20.36,-26.23,-47.63
7100,-0.21,-20.63,-26.82,-47.66
7200,-0.23,-20.64,-27.93,-46.61
7300,-0.21,-20.32,-28.96,-46.13
7400,-0.17,-19.97,-29.38,-46.08
7500,-0.11,-19.86,-29.26,-45.34
7600,-0.06,-19.89,-29.15,-44.56
7700,0.02,-19.84,-29.36,-44.67
7800,0.10,-19.60,-29.41,-44.90
7900,0.18,-19.19,-28.99,-44.41
8000,0.25,-18.76,-28.65,-43.61
8100,0.34,-18.46,-28.92,-43.31
8200,0.41,-18.34,-29.45,-43.93
8300,0.44,-18.38,-29.56,-45.44
8400,0.43,-18.49,-29.16,-47.45
8500,0.42,-18.51,-28.87,-48.81
8600,0.47,-18.37,-29.54,-47.75
8700,0.58,-18.23,-31.29,-44.21
8800,0.68,-18.25,-33.10,-41.06
8900,0.75,-18.46,-33.98,-40.82
9000,0.79,-18.72,-34.10,-42.40
9100,0.83,-18.90,-33.69,-43.52
9200,0.89,-19.00,-32.64,-43.70
9300,0.96,-18.97,-31.52,-43.16
9400,1.07,-18.66,-30.97,-41.89
9500,1.21,-18.00,-30.77,-40.86
9600,1.33,-17.31,-30.52,-41.37
9700,1.40,-16.97,-30.24,-43.64
9800,1.39,-17.08,-30.12,-46.63
9900,1.32,-17.43,-30.50,-48.34
10000,1.23,-17.86,-31.08,-47.09
10100,1.16,-18.34,-30.50,-43.99
10200,1.13,-18.78,-28.64,-41.90
10300,1.14,-19.08,-27.55,-41.64
10400,1.13,-19.33,-28.42,-41.50
10500,1.08,-19.86,-29.90,-40.60
10600,1.02,-20.72,-30.47,-39.97
10700,0.97,-21.54,-30.19,-40.49
10800,0.93,-21.86,-29.70,-41.66
10900,0.93,-21.61,-29.37,-42.79
11000,0.99,-21.10,-29.48,-43.59
11100,1.08,-20.67,-29.91,-43.57
11200,1.16,-20.43,-30.10,-42.68
11300,1.22,-20.35,-29.75,-42.36
11400,1.24,-20.49,-29.13,-44.01
11500,1.24,-20.98,-28.64,-46.79
11600,1.21,-21.81,-28.38,-49.00
11700,1.17,-22.79,-28.27,-50.27
11800,1.06,-23.71,-28.29,-50.33
11900,0.90,-24.73,-28.78,-48.80
12000,0.74,-26.74,-29.92,-47.48
12100,0.61,-30.19,-31.17,-48.72
12200,0.51,-33.73,-31.63,-51.55
12300,0.42,-35.33,-31.25,-53.18
12400,0.32,-35.04,-31.13,-52.51
12500,0.23,-34.69,-32.17,-50.20
12600,0.16,-35.47,-33.64,-47.80
12700,0.07,-36.96,-33.86,-46.67
12800,-0.03,-37.71,-32.39,-46.53
12900,-0.14,-36.50,-30.69,-46.42
13000,-0.24,-34.35,-30.32,-46.40
13100,-0.28,-33.98,-31.19,-46.21
13200,-0.30,-35.88,-32.08,-44.97
13300,-0.37,-37.27,-32.26,-44.09
13400,-0.48,-36.00,-32.11,-46.60
13500,-0.55,-33.02,-32.39,-51.56
13600,-0.52,-30.55,-32.91,-53.21
13700,-0.44,-29.49,-32.67,-49.00
13800,-0.41,-29.09,-31.58,-44.18
13900,-0.43,-28.59,-31.01,-43.85
14000,-0.47,-28.43,-31.90,-45.87
14100,-0.50,-29.08,-33.52,-46.29
14200,-0.54,-29.81,-34.59,-45.74
14300,-0.56,-29.56,-34.68,-46.13
14400,-0.58,-28.24,-34.31,-46.84
14500,-0.65,-26.71,-34.39,-47.15
14600,-0.82,-25.88,-35.32,-47.79
14700,-1.02,-25.78,-36.53,-48.92
14800,-1.12,-25.74,-36.94,-50.11
14900,-1.05,-25.45,-36.15,-51.61
15000,-0.95,-25.28,-34.84,-53.66
15100,-0.94,-25.73,-34.02,-55.31
15200,-1.05,-26.72,-34.23,-55.24
15300,-1.22,-27.60,-35.21,-53.54
15400,-1.46,-28.01,-36.14,
15500,-1.81,-28.25,-36.34,
15600,-2.18,-28.72,-36.10,
15700,-2.46,-29.52,-36.34,
15800,-2.63,-30.39,-37.43,
15900,-2.74,-31.16,-38.22,
16000,-2.78,-31.81,-37.47,
16100,-2.79,-32.15,-35.87,
16200,-2.79,-31.86,-35.13,
16300,-2.80,-31.22,-35.44,
16400,-2.79,-30.81,-36.03,
16500,-2.75,-30.71,-36.74,
16600,-2.75,-30.53,-37.33,
16700,-2.81,-30.03,-37.05,
16800,-2.90,-29.28,-36.13,
16900,-2.96,-28.66,-35.67,
17000,-3.02,-28.66,-35.92,
17100,-3.07,-29.33,-36.58,
17200,-3.11,-29.87,-38.30,
17300,-3.17,-29.61,-41.13,
17400,-3.27,-28.84,-43.23,
17500,-3.39,-28.24,-43.58,
17600,-3.49,-28.04,-43.51,
17700,-3.58,-28.09,-43.90,
17800,-3.70,-28.12,-43.55,
17900,-3.85,-27.89,-41.38,
18000,-4.03,-27.46,-38.29,
18100,-4.17,-27.11,-35.94,
18200,-4.22,-26.88,-35.01,
18300,-4.28,-26.53,-35.38,
18400,-4.47,-26.20,-37.12,
18500,-4.70,-26.19,-39.16,
18600,-4.88,-26.23,-39.38,
18700,-5.00,-25.73,-37.62,
18800,-5.08,-24.94,-35.71,
18900,-5.09,-24.69,-34.23,
19000,-5.01,-25.30,-32.65,
19100,-4.88,-26.41,-31.21,
19200,-4.75,-27.50,-30.39,
19300,-4.69,-28.17,-29.98,
19400,-4.71,-28.22,-29.75,
19500,-4.81,-27.75,,
19600,-4.94,-26.89,,
19700,-5.04,-25.70,,
19800,-5.10,-24.43,,
19900,-5.18,-23.36,,
20000,-5.33,-22.55,,
