Frequency,Amplitude,Crosstalk,2nd Harmonic,3rd Harmonic
5700,-0.41,-21.79,-38.17,-53.88
5800,-0.37,-21.42,-38.82,-54.85
5900,-0.39,-21.40,-38.28,-53.88
6000,-0.41,-21.43,-37.15,-52.65
6100,-0.37,-21.49,-37.14,-52.00
6200,-0.29,-21.75,-38.85,-52.18
6300,-0.21,-22.11,-40.39,-52.53
6400,-0.14,-22.25,-39.79,-51.58
6500,-0.09,-21.93,-37.70,-48.78
6600,-0.02,-21.27,-36.09,-45.26
6700,0.09,-20.59,-35.64,-42.90
6800,0.20,-20.07,-35.86,-43.00
6900,0.24,-19.81,-36.28,-45.07
7000,0.20,-19.90,-36.61,-46.89
7100,0.17,-20.16,-36.72,-47.06
7200,0.21,-20.25,-36.77,-46.82
7300,0.28,-20.06,-37.45,-47.81
7400,0.34,-19.86,-39.03,-49.03
7500,0.40,-19.86,-40.06,-48.78
7600,0.46,-19.93,-38.95,-47.55
7700,0.52,-19.84,-36.54,-46.64
7800,0.58,-19.50,-35.01,-46.03
7900,0.64,-18.94,-34.81,-45.11
8000,0.72,-18.29,-34.63,-43.88
8100,0.82,-17.77,-33.73,-43.22
8200,0.86,-17.58,-32.86,-43.80
8300,0.83,-17.77,-33.26,-45.06
8400,0.79,-18.12,-35.24,-46.23
8500,0.80,-18.37,-37.68,-47.08
8600,0.88,-18.41,-39.06,-47.01
8700,1.00,-18.37,-39.71,-45.85
8800,1.13,-18.40,-41.65,-45.36
8900,1.23,-18.58,-44.60,-47.00
9000,1.28,-18.74,-45.49,-48.93
9100,1.32,-18.69,-44.10,-48.37
9200,1.38,-18.43,-43.82,-45.35
9300,1.44,-18.06,-45.02,-42.20
9400,1.50,-17.70,-44.71,-40.89
9500,1.57,-17.34,-42.96,-41.58
9600,1.65,-17.01,-42.68,-43.08
9700,1.70,-16.92,-44.16,-44.36
9800,1.67,-17.22,-45.03,-45.23
9900,1.61,-17.60,-44.17,-45.43
10000,1.56,-17.75,-42.65,-44.79
10100,1.53,-17.76,-41.63,-44.06
10200,1.50,-17.82,-40.75,-43.81
10300,1.49,-17.86,-39.80,-43.82
10400,1.49,-17.82,-40.17,-44.07
10500,1.46,-17.90,-42.15,-44.33
10600,1.39,-18.28,-43.53,-43.90
10700,1.29,-18.91,-42.96,-42.98
10800,1.21,-19.67,-41.80,-42.72
10900,1.14,-20.44,-41.42,-43.35
11000,1.11,-21.09,-41.71,-43.65
11100,1.13,-21.47,-42.11,-42.74
11200,1.22,-21.22,-42.01,-41.25
11300,1.31,-20.25,-41.27,-40.40
11400,1.35,-19.13,-40.96,-40.71
11500,1.34,-18.82,-41.88,-41.76
11600,1.28,-19.59,-42.74,-42.67
11700,1.20,-20.70,-42.39,-42.81
11800,1.09,-21.44,-41.81,-42.12
11900,0.97,-22.05,-41.25,-41.14
12000,0.88,-22.90,-39.15,-40.98
12100,0.80,-23.48,-37.36,-42.71
12200,0.71,-23.36,-40.21,-45.38
12300,0.62,-23.07,-45.97,-46.53
12400,0.57,-22.92,-47.92,-45.78
12500,0.57,-22.45,-44.52,-45.11
12600,0.55,-21.74,-40.53,-45.72
12700,0.45,-21.62,-39.85,-46.52
12800,0.33,-22.14,-42.17,-45.61
12900,0.23,-22.35,-44.89,-43.49
13000,0.16,-21.90,-46.03,-43.47
13100,0.12,-21.55,-45.37,-46.01
13200,0.08,-22.07,-43.52,-46.91
13300,0.02,-23.33,-41.64,-44.75
13400,-0.06,-24.29,-40.99,-43.50
13500,-0.11,-24.27,-40.95,-44.76
13600,-0.10,-24.05,-39.64,-45.22
13700,-0.07,-24.84,-37.45,-43.50
13800,-0.09,-26.24,-36.15,-42.05
13900,-0.19,-26.94,-35.79,-41.89
14000,-0.33,-26.91,-35.84,-41.42
14100,-0.43,-26.96,-36.81,-40.34
14200,-0.43,-27.31,-38.56,-39.85
14300,-0.38,-27.79,-39.74,-39.85
14400,-0.36,-28.19,-39.83,-39.79
14500,-0.40,-28.13,-39.37,-40.18
14600,-0.46,-27.61,-38.52,-41.09
14700,-0.54,-27.28,-37.54,-41.80
14800,-0.59,-27.44,-38.05,-42.69
14900,-0.59,-27.67,-40.81,-44.98
15000,-0.59,-27.59,-43.25,-48.21
15100,-0.64,-27.50,-42.77,-50.21
15200,-0.73,-27.95,-40.73,-49.50
15300,-0.82,-28.83,-39.89,-46.76
15400,-0.89,-29.62,-40.31,
15500,-0.96,-30.10,-40.40,
15600,-0.99,-30.18,-39.86,
15700,-0.97,-29.81,-39.46,
15800,-0.97,-29.14,-38.96,
15900,-1.01,-28.24,-37.76,
16000,-1.06,-26.98,-36.80,
16100,-1.09,-25.68,-37.20,
16200,-1.14,-24.94,-38.06,
16300,-1.26,-24.73,-37.97,
16400,-1.43,-24.36,-37.24,
16500,-1.61,-23.75,-36.63,
16600,-1.77,-23.63,-36.10,
16700,-1.90,-24.25,-35.93,
16800,-1.98,-24.97,-36.72,
16900,-2.03,-25.10,-38.17,
17000,-2.09,-24.29,-38.95,
17100,-2.18,-22.77,-38.12,
17200,-2.26,-21.53,-36.64,
17300,-2.31,-21.32,-36.67,
17400,-2.39,-21.55,-38.37,
17500,-2.54,-21.14,-38.66,
17600,-2.72,-20.01,-35.90,
17700,-2.85,-19.01,-33.04,
17800,-2.97,-18.76,-32.92,
17900,-3.18,-19.00,-34.14,
18000,-3.49,-19.03,-34.32,
18100,-3.74,-18.45,-33.22,
18200,-3.85,-17.56,-31.90,
18300,-3.98,-16.99,-31.23,
18400,-4.23,-16.98,-31.53,
18500,-4.49,-17.30,-32.26,
18600,-4.57,-17.75,-32.25,
18700,-4.41,-18.45,-30.78,
18800,-4.13,-19.46,-28.72,
18900,-3.90,-20.39,-27.73,
19000,-3.75,-20.71,-28.03,
19100,-3.59,-20.48,-28.29,
19200,-3.42,-19.99,-28.24,
19300,-3.34,-19.13,-28.64,
19400,-3.39,-17.97,-28.90,
19500,-3.54,-17.05,,
19600,-3.69,-16.51,,
19700,-3.77,-16.02,,
19800,-3.82,-15.58,,
19900,-3.91,-15.47,,
20000,-4.07,-15.65,,
