Frequency,Amplitude,Crosstalk,2nd Harmonic,3rd Harmonic
3500,-0.53,-21.47,-31.89,-44.98
3600,-0.64,-21.56,-33.11,-42.80
3700,-0.71,-21.82,-33.48,-42.26
3800,-0.68,-22.30,-32.66,-43.69
3900,-0.61,-22.75,-31.16,-46.04
4000,-0.56,-22.74,-29.73,-47.58
4100,-0.56,-22.45,-28.87,-46.88
4200,-0.62,-22.40,-28.74,-44.12
4300,-0.69,-22.50,-29.62,-41.76
4400,-0.70,-22.40,-31.62,-42.14
4500,-0.67,-22.37,-33.52,-44.21
4600,-0.60,-22.78,-33.56,-45.29
4700,-0.47,-23.05,-31.48,-45.49
4800,-0.35,-22.46,-28.80,-46.62
4900,-0.46,-21.53,-27.33,-47.79
5000,-0.81,-21.44,-27.58,-46.97
5100,-1.06,-22.13,-28.50,-45.63
5200,-0.96,-22.67,-28.89,-46.04
5300,-0.71,-22.89,-28.78,-46.75
5400,-0.58,-23.10,-28.92,-45.50
5500,-0.54,-23.02,-29.42,-43.83
5600,-0.46,-22.31,-29.67,-44.42
5700,-0.35,-21.43,-29.23,-46.31
5800,-0.31,-21.04,-28.39,-46.95
5900,-0.36,-21.12,-27.86,-46.10
6000,-0.38,-21.15,-27.86,-44.77
6100,-0.31,-20.89,-28.03,-43.37
6200,-0.17,-20.59,-28.09,-42.45
6300,-0.08,-20.57,-28.17,-42.88
6400,-0.03,-20.78,-28.62,-44.60
6500,-0.01,-20.80,-29.42,-45.94
6600,0.05,-20.43,-29.89,-45.27
6700,0.16,-19.81,-29.49,-43.23
6800,0.27,-19.21,-28.72,-41.90
6900,0.31,-18.86,-28.31,-42.29
7000,0.28,-18.89,-28.27,-43.57
7100,0.23,-19.14,-28.32,-44.06
7200,0.23,-19.25,-28.61,-43.06
7300,0.29,-19.01,-29.47,-41.97
7400,0.37,-18.68,-30.74,-42.53
7500,0.44,-18.54,-31.55,-44.20
7600,0.49,-18.57,-31.57,-45.08
7700,0.56,-18.50,-31.55,-44.70
7800,0.63,-18.27,-31.86,-44.25
7900,0.70,-18.01,-32.01,-44.25
8000,0.77,-17.81,-31.86,-43.90
8100,0.86,-17.72,-31.69,-43.15
8200,0.93,-17.79,-31.34,-43.07
8300,0.92,-17.97,-30.60,-43.42
8400,0.88,-18.08,-30.05,-43.17
8500,0.89,-17.96,-30.38,-43.18
8600,0.97,-17.72,-31.50,-44.20
8700,1.10,-17.63,-32.67,-44.37
8800,1.22,-17.86,-33.29,-42.73
8900,1.30,-18.33,-33.28,-41.58
9000,1.32,-18.76,-33.13,-42.16
9100,1.34,-19.05,-33.39,-42.80
9200,1.38,-19.27,-34.20,-42.40
9300,1.44,-19.39,-34.97,-41.75
9400,1.54,-19.14,-35.01,-41.68
9500,1.68,-18.45,-35.30,-42.33
9600,1.81,-17.67,-37.57,-43.18
9700,1.86,-17.33,-40.66,-43.78
9800,1.82,-17.58,-41.30,-44.48
9900,1.73,-18.12,-39.08,-45.43
10000,1.66,-18.60,-36.63,-45.70
10100,1.61,-18.89,-35.15,-44.99
10200,1.59,-19.03,-34.00,-44.69
10300,1.58,-19.05,-33.52,-45.47
10400,1.59,-19.22,-34.78,-45.67
10500,1.58,-19.90,-36.75,-44.16
10600,1.54,-21.06,-36.94,-42.64
10700,1.47,-22.36,-35.22,-42.79
10800,1.38,-23.38,-34.07,-43.74
10900,1.35,-23.75,-34.94,-44.24
11000,1.39,-23.44,-36.90,-44.30
11100,1.47,-23.06,-38.28,-44.03
11200,1.51,-23.19,-38.29,-43.45
11300,1.51,-23.79,-37.91,-43.45
11400,1.51,-24.44,-38.75,-44.78
11500,1.52,-24.99,-40.19,-46.73
11600,1.50,-25.63,-39.70,-47.96
11700,1.41,-26.54,-37.01,-48.14
11800,1.26,-27.73,-35.15,-47.55
11900,1.11,-29.20,-36.29,-46.26
12000,0.99,-30.80,-38.67,-45.20
12100,0.92,-31.85,-39.01,-46.31
12200,0.86,-32.13,-36.97,-49.93
12300,0.79,-33.14,-35.28,-53.54
12400,0.74,-35.51,-35.86,-54.33
12500,0.72,-36.45,-37.70,-52.02
12600,0.71,-33.60,-38.98,-48.56
12700,0.65,-29.16,-38.99,-46.04
12800,0.55,-26.67,-37.50,-44.96
12900,0.46,-26.57,-35.25,-44.94
13000,0.40,-27.51,-34.83,-45.78
13100,0.37,-28.55,-37.46,-46.83
13200,0.36,-28.80,-40.32,-47.05
13300,0.35,-27.69,-40.26,-46.54
13400,0.35,-26.21,-38.52,-46.36
13500,0.40,-26.28,-38.40,-46.86
13600,0.50,-28.15,-39.92,-47.45
13700,0.56,-29.99,-40.37,-47.27
13800,0.55,-30.50,-39.59,-45.80
13900,0.47,-30.17,-40.76,-43.42
14000,0.32,-29.97,-44.70,-41.20
14100,0.14,-29.92,-47.99,-40.09
14200,0.02,-28.94,-48.22,-40.28
14300,0.02,-26.36,-47.35,-40.86
14400,0.08,-23.41,-48.11,-40.82
14500,0.13,-22.28,-49.95,-40.34
14600,0.16,-23.41,-50.11,-40.39
14700,0.16,-25.20,-47.34,-41.49
14800,0.14,-26.35,-43.63,-43.43
14900,0.05,-26.69,-42.10,-45.46
15000,-0.12,-26.17,-43.09,-46.95
15100,-0.32,-25.01,-43.71,-47.95
15200,-0.51,-24.39,-42.00,-49.09
15300,-0.70,-24.88,-39.65,-50.74
15400,-0.93,-25.18,-39.08,
15500,-1.15,-24.09,-39.71,
15600,-1.31,-22.54,-39.68,
15700,-1.38,-22.03,-39.09,
15800,-1.41,-22.56,-39.04,
15900,-1.45,-23.12,-39.02,
16000,-1.45,-23.05,-37.82,
16100,-1.41,-22.39,-36.12,
16200,-1.40,-21.88,-35.61,
16300,-1.44,-22.33,-36.27,
16400,-1.50,-23.37,-36.92,
16500,-1.55,-23.79,-37.19,
16600,-1.63,-23.21,-37.01,
16700,-1.74,-22.45,-36.05,
16800,-1.83,-22.39,-35.56,
16900,-1.86,-23.26,-37.96,
17000,-1.87,-24.58,-42.56,
17100,-1.96,-25.39,-45.61,
17200,-2.11,-25.19,-45.99,
17300,-2.21,-24.56,-45.79,
17400,-2.22,-24.25,-45.65,
17500,-2.18,-24.16,-44.56,
17600,-2.17,-23.86,-43.11,
17700,-2.19,-23.39,-42.96,
17800,-2.24,-23.08,-44.05,
17900,-2.34,-23.02,-44.46,
18000,-2.54,-22.99,-43.16,
18100,-2.77,-22.70,-41.43,
18200,-2.90,-22.18,-40.88,
18300,-2.92,-21.68,-40.98,
18400,-3.00,-21.29,-40.07,
18500,-3.21,-20.82,-38.57,
18600,-3.37,-20.35,-38.81,
18700,-3.35,-20.24,-41.03,
18800,-3.17,-20.51,-42.42,
18900,-3.00,-20.82,-40.91,
19000,-2.93,-21.02,-37.88,
19100,-2.93,-21.33,-35.60,
19200,-2.89,-21.65,-34.28,
19300,-2.82,-21.68,-33.29,
19400,-2.77,-21.45,-33.24,
19500,-2.80,-21.15,,
19600,-2.91,-20.72,,
19700,-3.06,-19.98,,
19800,-3.20,-19.15,,
19900,-3.32,-18.72,,
20000,-3.45,,,
