Frequency,Amplitude,Crosstalk,2nd Harmonic,3rd Harmonic
17800,-4.50,-21.16,-39.23,
17900,-4.57,-22.28,-38.62,
18000,-4.64,-23.14,-39.30,
18100,-4.76,-23.53,-40.44,
18200,-4.91,-24.04,-40.76,
18300,-5.05,-25.01,-39.97,
18400,-5.16,-26.25,-38.49,
18500,-5.31,-28.11,-36.87,
18600,-5.51,-30.78,-35.53,
18700,-5.70,-32.65,-34.51,
18800,-5.79,-31.91,-33.39,
18900,-5.82,-29.38,-31.95,
19000,-5.82,-27.24,-30.72,
19100,-5.75,-26.30,-30.19,
19200,-5.62,-26.09,-29.99,
19300,-5.57,-26.39,-29.80,
19400,-5.63,-27.24,-30.30,
19500,-5.72,-28.19,,
19600,-5.76,-28.47,,
19700,-5.82,-28.00,,
19800,-5.87,-27.48,,
19900,-5.90,-27.73,,
20000,-6.08,,,
