Frequency,Amplitude,Crosstalk,2nd Harmonic,3rd Harmonic
16700,-2.04,-24.83,-30.53,
16800,-2.12,-24.88,-29.45,
16900,-2.28,-24.70,-31.46,
17000,-2.43,-24.44,-33.19,
17100,-2.49,-24.14,-32.09,
17200,-2.43,-23.74,-29.83,
17300,-2.36,-23.22,-28.92,
17400,-2.47,-22.94,-29.35,
17500,-2.80,-23.39,-29.83,
17600,-3.09,-24.30,-30.07,
17700,-3.20,-24.76,-30.82,
17800,-3.26,-24.41,-32.32,
17900,-3.37,-24.06,-33.50,
18000,-3.48,-24.46,-33.40,
18100,-3.60,-25.22,-32.75,
18200,-3.83,-25.65,-32.73,
18300,-4.19,-25.69,-32.84,
18400,-4.47,-25.51,-31.93,
18500,-4.50,-25.33,-30.36,
18600,-4.39,-25.65,-29.25,
18700,-4.29,-26.68,-28.91,
18800,-4.19,-28.00,-29.20,
18900,-4.01,-29.94,-30.00,
19000,-3.78,-33.45,-30.58,
19100,-3.62,-37.59,-30.07,
19200,-3.54,-39.72,-28.65,
19300,-3.51,-38.39,-27.34,
19400,-3.54,-34.40,-26.95,
19500,-3.71,-29.69,,
19600,-3.94,-25.98,,
19700,-4.06,-23.58,,
19800,-4.05,-21.84,,
19900,-4.13,-20.45,,
20000,-4.40,,,
