Frequency,Amplitude,Crosstalk,2nd Harmonic,3rd Harmonic
12800,-0.06,-27.73,-39.59,-38.05
12900,-0.08,-27.99,-41.81,-37.68
13000,-0.15,-28.31,-44.76,-38.36
13100,-0.21,-28.21,-45.41,-39.54
13200,-0.25,-27.24,-42.50,-40.71
13300,-0.27,-25.76,-39.85,-41.59
13400,-0.29,-24.45,-41.60,-41.75
13500,-0.31,-23.52,-45.76,-41.19
13600,-0.35,-22.74,-47.30,-40.85
13700,-0.41,-22.12,-45.97,-41.28
13800,-0.49,-21.97,-46.00,-41.49
13900,-0.54,-22.27,-48.30,-40.47
14000,-0.52,-22.48,-48.63,-38.96
14100,-0.45,-22.32,-44.72,-38.87
14200,-0.44,-22.02,-39.91,-40.99
14300,-0.51,-21.97,-37.89,-43.83
14400,-0.64,-22.19,-38.18,-45.23
14500,-0.76,-22.31,-38.50,-45.27
14600,-0.80,-21.98,-38.36,-46.06
14700,-0.82,-21.36,-38.58,-47.89
14800,-0.96,-20.96,-38.92,-48.56
14900,-1.23,-20.99,-38.31,-47.64
15000,-1.40,-21.11,-37.07,-47.63
15100,-1.34,-20.96,-36.49,-50.04
15200,-1.28,-20.75,-36.67,-53.41
15300,-1.38,-20.74,-36.94,-56.26
15400,-1.50,-20.70,-37.40,
15500,-1.52,-20.36,-38.17,
15600,-1.51,-19.94,-39.04,
15700,-1.55,-19.78,-40.56,
15800,-1.60,-19.90,-42.57,
15900,-1.68,-20.18,-42.84,
16000,-1.77,-20.49,-40.33,
16100,-1.83,-20.68,-37.48,
16200,-1.87,-20.79,-37.06,
16300,-1.99,-21.05,-39.23,
16400,-2.16,-21.65,-41.81,
16500,-2.22,-22.41,-42.18,
16600,-2.14,-22.96,-39.74,
16700,-2.09,-23.16,-36.59,
16800,-2.18,-23.25,-35.82,
16900,-2.37,-23.46,-38.34,
17000,-2.56,-23.74,-41.58,
17100,-2.66,-23.93,-42.35,
17200,-2.62,-23.91,-40.56,
17300,-2.54,-23.57,-38.67,
17400,-2.61,-23.05,-38.81,
17500,-2.89,-22.67,-40.68,
17600,-3.20,-22.56,-41.51,
17700,-3.37,-22.53,-39.47,
17800,-3.43,-22.42,-36.62,
17900,-3.46,-22.29,-35.69,
18000,-3.51,-22.43,-36.13,
18100,-3.60,-22.99,-36.14,
18200,-3.73,-23.71,-35.77,
18300,-3.88,-24.30,-35.49,
18400,-3.99,-25.00,-34.76,
18500,-4.05,-26.08,-33.41,
18600,-4.15,-27.07,-32.35,
18700,-4.32,-28.22,-32.13,
18800,-4.46,-31.48,-32.45,
18900,-4.47,-36.47,-32.74,
19000,-4.35,-38.21,-32.28,
19100,-4.24,-34.31,-30.62,
19200,-4.23,-29.64,-28.59,
19300,-4.25,-28.99,-27.58,
19400,-4.26,-30.96,-27.58,
19500,-4.29,-32.13,,
19600,-4.36,-32.26,,
19700,-4.36,-33.51,,
19800,-4.24,-35.96,,
19900,-4.13,,,
20000,-4.10,,,
