Frequency,Amplitude,Crosstalk,2nd Harmonic,3rd Harmonic
10600,1.07,-20.14,-30.66,-41.16
10700,0.93,-21.18,-29.25,-42.03
10800,0.86,-21.78,-28.19,-43.32
10900,0.89,-21.68,-27.63,-43.90
11000,1.01,-21.21,-27.22,-43.13
11100,1.15,-20.84,-27.00,-41.79
11200,1.23,-20.65,-27.21,-41.64
11300,1.23,-20.59,-27.73,-42.99
11400,1.18,-20.86,-28.01,-44.67
11500,1.12,-21.81,-27.81,-46.10
11600,1.04,-23.33,-27.42,-47.34
11700,0.91,-24.91,-27.22,-47.69
11800,0.77,-26.35,-27.39,-46.65
11900,0.65,-28.20,-27.95,-45.41
12000,0.56,-30.93,-28.43,-45.49
12100,0.45,-33.76,-28.19,-46.42
12200,0.33,-35.20,-27.63,-46.52
12300,0.25,-34.72,-27.80,-45.59
12400,0.23,-33.29,-28.85,-44.55
12500,0.18,-32.06,-29.89,-43.62
12600,0.09,-31.51,-30.22,-43.22
12700,-0.02,-31.66,-29.94,-44.67
12800,-0.11,-31.99,-29.70,-47.12
12900,-0.19,-31.72,-29.94,-47.55
13000,-0.26,-30.75,-30.31,-45.88
13100,-0.35,-29.85,-30.06,-45.02
13200,-0.46,-29.63,-29.23,-45.33
13300,-0.57,-29.73,-28.76,-44.84
13400,-0.64,-29.13,-29.11,-44.22
13500,-0.65,-27.76,-29.60,-45.91
13600,-0.63,-26.76,-29.47,-49.26
13700,-0.63,-26.50,-29.04,-51.21
13800,-0.68,-26.18,-29.15,-50.72
13900,-0.79,-25.59,-29.90,-49.44
14000,-0.90,-25.28,-30.73,-49.09
14100,-0.94,-25.28,-31.18,-50.13
14200,-0.91,-25.05,-31.25,-51.75
14300,-0.95,-24.60,-31.38,-52.58
14400,-1.11,-24.32,-31.93,-51.80
14500,-1.35,-24.39,-32.86,-49.99
14600,-1.49,-24.88,-33.75,-49.41
14700,-1.49,-25.85,-34.04,-51.93
14800,-1.43,-27.15,-33.39,-55.97
14900,-1.45,-28.25,-32.31,-58.02
15000,-1.54,-28.71,-31.86,-57.41
15100,-1.61,-28.60,-32.52,-56.70
15200,-1.68,-28.26,-33.50,-57.83
15300,-1.88,-27.86,-33.63,-60.42
15400,-2.18,-27.44,-32.82,
15500,-2.40,-27.01,-32.42,
15600,-2.48,-26.60,-33.58,
15700,-2.50,-26.26,-35.47,
15800,-2.59,-26.14,-36.02,
15900,-2.75,-26.32,-34.72,
16000,-2.96,-26.55,-33.18,
16100,-3.14,-26.54,-32.76,
16200,-3.25,-26.26,-33.14,
16300,-3.30,-25.83,-33.56,
16400,-3.35,-25.50,-33.82,
16500,-3.45,-25.70,-33.99,
16600,-3.54,-26.53,-34.06,
16700,-3.60,-27.39,-34.15,
16800,-3.63,-27.56,-34.43,
16900,-3.66,-27.03,-34.85,
17000,-3.71,-26.36,-35.19,
17100,-3.77,-26.07,-35.85,
17200,-3.84,-26.19,-37.74,
17300,-3.91,-26.42,-40.84,
17400,-3.98,-26.52,-43.34,
17500,-4.05,-26.36,-43.44,
17600,-4.14,-25.92,-41.43,
17700,-4.28,-25.32,-39.21,
17800,-4.46,-24.80,-38.06,
17900,-4.59,-24.55,-37.56,
18000,-4.65,-24.60,-36.89,
18100,-4.73,-24.76,-36.58,
18200,-4.94,-24.68,-37.62,
18300,-5.20,-24.08,-39.12,
18400,-5.36,-23.14,-38.89,
18500,-5.42,-22.51,-36.91,
18600,-5.47,-22.67,-35.04,
18700,-5.59,-23.40,-33.67,
18800,-5.70,-24.08,-32.14,
18900,-5.68,-24.40,-30.92,
19000,-5.56,-24.36,-30.65,
19100,-5.46,-24.10,-30.82,
19200,-5.45,-23.66,-30.88,
19300,-5.50,-23.22,-31.01,
19400,-5.54,-23.11,-31.23,
19500,-5.55,-23.04,,
19600,-5.59,-22.40,,
19700,-5.80,-22.79,,
19800,-6.14,,,
19900,-6.41,,,
20000,-6.55,,,
