Frequency,Amplitude,Crosstalk,2nd Harmonic,3rd Harmonic
1200,-0.42,-20.85,-42.32,-51.06
1300,-0.49,-20.78,-40.73,-50.35
1400,-0.53,-20.78,-39.18,-49.88
1500,-0.57,-20.77,-39.43,-49.90
1600,-0.60,-20.76,-40.98,-49.29
1700,-0.63,-20.79,-42.08,-47.65
1800,-0.69,-20.76,-41.89,-46.28
1900,-0.75,-20.58,-40.61,-46.17
2000,-0.78,-20.53,-39.19,-47.01
2100,-0.82,-20.80,-38.53,-48.05
2200,-0.91,-20.93,-38.29,-48.38
2300,-1.00,-20.68,-37.58,-47.34
2400,-1.00,-20.69,-36.71,-45.63
2500,-0.99,-21.27,-36.41,-44.44
2600,-1.06,-21.65,-36.18,-43.83
2700,-1.17,-21.29,-35.35,-43.41
2800,-1.21,-20.80,-34.62,-43.32
2900,-1.17,-21.08,-34.56,-43.40
3000,-1.15,-21.96,-34.37,-43.27
3100,-1.23,-22.49,-33.59,-43.42
3200,-1.33,-22.21,-33.17,-44.44
3300,-1.35,-21.60,-33.47,-45.66
3400,-1.28,-21.41,-33.46,-45.85
3500,-1.21,-21.90,-33.08,-44.34
3600,-1.20,-22.64,-33.38,-41.97
3700,-1.27,-22.98,-33.95,-40.80
3800,-1.34,-22.76,-33.36,-41.62
3900,-1.34,-22.39,-32.03,-42.90
4000,-1.27,-22.24,-31.54,-43.30
4100,-1.18,-22.43,-31.93,-43.42
4200,-1.11,-23.00,-32.25,-44.18
4300,-1.08,-23.60,-32.09,-45.12
4400,-1.14,-23.67,-31.35,-45.28
4500,-1.25,-23.20,-30.25,-44.63
4600,-1.28,-22.70,-29.65,-43.86
4700,-1.14,-22.30,-29.91,-43.24
4800,-0.99,-21.87,-30.03,-42.46
4900,-1.03,-21.72,-29.29,-41.38
5000,-1.22,-22.26,-28.35,-40.38
5100,-1.32,-23.05,-28.03,-39.91
5200,-1.27,-23.28,-28.25,-39.85
5300,-1.22,-22.90,-28.52,-39.90
5400,-1.18,-22.39,-28.74,-40.24
5500,-1.08,-22.01,-29.21,-41.06
5600,-0.95,-21.69,-29.87,-41.80
5700,-0.84,-21.47,-30.25,-41.78
5800,-0.78,-21.50,-30.34,-41.38
5900,-0.75,-21.78,-30.61,-41.32
6000,-0.69,-22.14,-30.85,-41.16
6100,-0.67,-22.23,-30.33,-39.92
6200,-0.72,-21.86,-29.32,-37.97
6300,-0.77,-21.25,-29.41,-36.69
6400,-0.75,-20.77,-31.31,-36.48
6500,-0.64,-20.49,-33.37,-36.60
6600,-0.51,-20.23,-33.48,-37.03
6700,-0.41,-19.94,-31.88,-38.78
6800,-0.36,-19.73,-30.56,-41.71
6900,-0.31,-19.70,-30.59,-43.77
7000,-0.23,-19.80,-30.95,-43.43
7100,-0.13,-19.92,-30.58,-41.48
7200,-0.06,-19.95,-30.07,-40.02
7300,-0.08,-19.79,-30.42,-40.02
7400,-0.17,-19.46,-31.13,-40.26
7500,-0.23,-19.09,-31.18,-39.39
7600,-0.18,-18.82,-30.76,-38.49
7700,-0.06,-18.58,-30.70,-39.37
7800,0.05,-18.33,-30.91,-41.14
7900,0.13,-18.14,-30.80,-41.36
8000,0.18,-18.00,-30.26,-39.81
8100,0.24,-17.92,-29.46,-38.66
8200,0.31,-17.89,-28.78,-39.25
8300,0.38,-17.94,-28.76,-40.67
8400,0.43,-18.04,-29.37,-41.54
8500,0.49,-18.18,-29.81,-41.71
8600,0.56,-18.31,-29.65,-41.64
8700,0.59,-18.32,-29.67,-41.29
8800,0.57,-18.20,-30.64,-40.55
8900,0.56,-18.07,-32.27,-39.85
9000,0.64,-18.00,-34.10,-39.62
9100,0.76,-18.08,-35.96,-39.83
9200,0.75,-18.24,-37.03,-40.68
9300,0.60,-18.24,-36.93,-42.56
9400,0.60,-17.79,-37.11,-44.49
9500,0.87,-17.08,-38.44,-44.38
9600,1.17,-16.58,-39.33,-42.30
9700,1.26,-16.58,-38.99,-41.26
9800,1.25,-16.93,-39.02,-42.99
9900,1.26,-17.31,-40.30,-45.14
10000,1.26,-17.50,-41.41,-44.80
10100,1.26,-17.48,-40.60,-42.75
10200,1.28,-17.34,-37.70,-41.75
10300,1.29,-17.23,-34.99,-42.52
10400,1.21,-17.29,-35.72,-43.46
10500,1.07,-17.63,-39.70,-43.29
10600,0.97,-18.20,-41.81,-42.31
10700,0.97,-18.83,-38.77,-41.60
10800,1.00,-19.53,-34.67,-41.57
10900,0.98,-20.27,-34.52,-41.65
11000,0.95,-20.65,-37.02,-41.21
11100,0.98,-20.22,-38.94,-40.45
11200,1.04,-19.42,-40.71,-40.09
11300,1.05,-19.15,-43.21,-40.62
11400,1.00,-19.53,-44.69,-41.92
11500,0.93,-20.13,-44.57,-43.24
11600,0.88,-20.80,-45.50,-43.68
11700,0.86,-21.54,-47.87,-43.50
11800,0.84,-22.15,-47.54,-43.72
11900,0.77,-22.48,-42.99,-43.62
12000,0.66,-22.59,-38.74,-41.89
12100,0.56,-22.93,-37.63,-40.27
12200,0.49,-24.10,-37.23,-41.34
12300,0.39,-25.92,-36.10,-43.72
12400,0.24,-27.44,-36.43,-44.21
12500,0.09,-28.41,-39.35,-42.52
12600,0.04,-29.42,-42.71,-40.49
12700,0.09,-30.47,-44.51,-39.12
12800,0.13,-30.91,-44.67,-38.50
12900,0.11,-30.69,-43.72,-38.43
13000,0.05,-30.22,-42.66,-38.48
13100,-0.03,-29.46,-42.40,-38.64
13200,-0.10,-28.02,-41.49,-39.65
13300,-0.14,-25.90,-38.60,-41.53
13400,-0.14,-23.63,-36.40,-43.35
13500,-0.08,-21.69,-37.49,-44.61
13600,-0.01,-20.44,-39.62,-45.26
13700,-0.04,-20.04,-40.40,-44.60
13800,-0.19,-20.16,-41.62,-42.22
13900,-0.31,-20.27,-43.93,-39.49
14000,-0.31,-20.16,-43.71,-38.79
14100,-0.22,-19.98,-39.88,-41.38
14200,-0.17,-19.78,-37.13,-45.72
14300,-0.24,-19.55,-38.29,-47.97
14400,-0.38,-19.54,-39.82,-46.07
14500,-0.52,-19.97,-38.33,-43.25
14600,-0.56,-20.69,-36.02,-44.31
14700,-0.57,-21.39,-36.29,-48.75
14800,-0.75,-21.90,-38.23,-51.63
14900,-1.07,-22.16,-39.05,-50.91
15000,-1.22,-22.10,-38.23,-49.16
15100,-1.11,-21.94,-36.98,-48.90
15200,-1.02,-21.99,-36.52,-50.43
15300,-1.13,-22.16,-37.50,-53.05
15400,-1.29,-22.16,-38.96,
15500,-1.35,-22.13,-38.74,
15600,-1.38,-22.48,-36.86,
15700,-1.40,-23.13,-35.78,
15800,-1.44,-23.74,-36.27,
15900,-1.50,-24.15,-36.33,
16000,-1.58,-24.35,-34.84,
16100,-1.62,-24.38,-33.11,
16200,-1.65,-24.30,-33.14,
16300,-1.72,-24.29,-35.98,
16400,-1.84,-24.63,-40.15,
16500,-1.88,-25.34,-41.87,
16600,-1.84,-25.95,-39.01,
16700,-1.80,-26.07,-33.92,
16800,-1.86,-26.03,-31.26,
16900,-2.01,-26.36,-33.17,
17000,-2.18,-27.02,-36.71,
17100,-2.27,-27.45,-37.56,
17200,-2.21,-27.21,-35.65,
17300,-2.06,-26.29,-34.17,
17400,-2.04,-25.35,-34.45,
17500,-2.28,-25.20,-34.85,
17600,-2.63,-25.84,-34.25,
17700,-2.83,-26.38,-33.73,
17800,-2.85,-26.25,-34.38,
17900,-2.85,-25.82,-35.36,
18000,-2.88,-25.87,-35.47,
18100,-2.94,-26.59,-35.14,
18200,-3.12,-27.46,-35.42,
18300,-3.42,-27.91,-35.66,
18400,-3.64,-27.82,-34.28,
18500,-3.67,-27.50,-31.39,
18600,-3.67,-27.79,-28.91,
18700,-3.81,-29.83,-28.00,
18800,-3.97,-33.18,-28.14,
18900,-4.01,-35.25,-28.35,
19000,-3.90,-34.68,-28.00,
19100,-3.73,-33.27,-27.04,
19200,-3.59,-32.87,-26.26,
19300,-3.54,-33.14,-26.24,
19400,-3.59,-33.21,-26.21,
19500,-3.70,-33.03,,
19600,-3.78,-32.97,,
19700,-3.72,-33.15,,
19800,-3.66,-33.21,,
19900,-3.71,,,
20000,-3.77,,,
