Frequency,Amplitude,Crosstalk,2nd Harmonic,3rd Harmonic
10500,1.49,-17.40,-34.68,-38.26
10600,1.53,-17.09,-33.37,-37.80
10700,1.54,-16.77,-31.50,-37.72
10800,1.51,-16.85,-30.14,-38.28
10900,1.43,-17.36,-29.37,-39.65
11000,1.31,-18.05,-29.29,-40.95
11100,1.16,-18.90,-30.28,-41.04
11200,1.00,-19.83,-31.96,-40.27
11300,0.86,-20.15,-33.35,-40.04
11400,0.76,-19.71,-33.94,-40.84
11500,0.69,-19.59,-33.91,-41.95
11600,0.66,-20.30,-33.61,-42.81
11700,0.65,-20.90,-33.02,-43.47
11800,0.61,-20.95,-32.26,-43.83
11900,0.49,-21.24,-32.08,-43.45
12000,0.33,-21.78,-32.69,-42.51
12100,0.20,-21.76,-33.30,-41.98
12200,0.10,-21.43,-33.59,-42.12
12300,0.05,-21.72,-34.04,-41.86
12400,0.04,-22.35,-34.61,-41.22
12500,0.05,-22.42,-34.94,-42.16
12600,0.07,-22.04,-35.29,-44.69
12700,0.06,-21.94,-35.59,-45.44
12800,0.01,-22.39,-34.95,-42.45
12900,-0.07,-23.08,-33.34,-38.10
13000,-0.14,-23.49,-32.10,-35.21
13100,-0.23,-23.33,-32.94,-34.21
13200,-0.36,-22.67,-37.35,-35.14
13300,-0.46,-21.94,-45.00,-37.94
13400,-0.43,-21.71,,
13500,-0.31,-22.39,,
13600,-0.21,-23.63,,
13700,-0.22,-24.75,,
13800,-0.27,-25.73,,
13900,-0.33,-26.85,,
